#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10167366, SEN S/N: 10167366)",Coupler Detached (LGR S/N: 10167366),Coupler Attached (LGR S/N: 10167366),Host Connected (LGR S/N: 10167366),End Of File (LGR S/N: 10167366)
74,3/21/2022 3:30,13.497,,,,
75,3/21/2022 4:00,13.329,,,,
76,3/21/2022 4:30,13.161,,,,
77,3/21/2022 5:00,13.016,,,,
78,3/21/2022 5:30,12.871,,,,
79,3/21/2022 6:00,12.727,,,,
80,3/21/2022 6:30,12.582,,,,
81,3/21/2022 7:00,12.485,,,,
82,3/21/2022 7:30,12.389,,,,
83,3/21/2022 8:00,12.292,,,,
84,3/21/2022 8:30,12.268,,,,
85,3/21/2022 9:00,12.389,,,,
86,3/21/2022 9:30,12.678,,,,
87,3/21/2022 10:00,13.112,,,,
88,3/21/2022 10:30,13.618,,,,
89,3/21/2022 11:00,14.002,,,,
90,3/21/2022 11:30,14.385,,,,
91,3/21/2022 12:00,14.745,,,,
92,3/21/2022 12:30,15.581,,,,
93,3/21/2022 13:00,16.082,,,,
94,3/21/2022 13:30,16.511,,,,
95,3/21/2022 14:00,16.63,,,,
96,3/21/2022 14:30,16.915,,,,
97,3/21/2022 15:00,16.844,,,,
98,3/21/2022 15:30,16.511,,,,
99,3/21/2022 16:00,16.272,,,,
100,3/21/2022 16:30,15.986,,,,
101,3/21/2022 17:00,15.748,,,,
102,3/21/2022 17:30,15.461,,,,
103,3/21/2022 18:00,15.175,,,,
104,3/21/2022 18:30,14.888,,,,
105,3/21/2022 19:00,14.649,,,,
106,3/21/2022 19:30,14.433,,,,
107,3/21/2022 20:00,14.242,,,,
108,3/21/2022 20:30,14.05,,,,
109,3/21/2022 21:00,13.906,,,,
110,3/21/2022 21:30,13.81,,,,
111,3/21/2022 22:00,13.738,,,,
112,3/21/2022 22:30,13.69,,,,
113,3/21/2022 23:00,13.618,,,,
114,3/21/2022 23:30,13.546,,,,
115,3/22/2022 0:00,13.473,,,,
116,3/22/2022 0:30,13.401,,,,
117,3/22/2022 1:00,13.329,,,,
118,3/22/2022 1:30,13.281,,,,
119,3/22/2022 2:00,13.209,,,,
120,3/22/2022 2:30,13.112,,,,
121,3/22/2022 3:00,13.04,,,,
122,3/22/2022 3:30,12.992,,,,
123,3/22/2022 4:00,12.968,,,,
124,3/22/2022 4:30,12.944,,,,
125,3/22/2022 5:00,12.92,,,,
126,3/22/2022 5:30,12.847,,,,
127,3/22/2022 6:00,12.799,,,,
128,3/22/2022 6:30,12.727,,,,
129,3/22/2022 7:00,12.678,,,,
130,3/22/2022 7:30,12.654,,,,
131,3/22/2022 8:00,12.654,,,,
132,3/22/2022 8:30,12.703,,,,
133,3/22/2022 9:00,12.775,,,,
134,3/22/2022 9:30,12.968,,,,
135,3/22/2022 10:00,13.137,,,,
136,3/22/2022 10:30,13.281,,,,
137,3/22/2022 11:00,13.449,,,,
138,3/22/2022 11:30,13.714,,,,
139,3/22/2022 12:00,14.026,,,,
140,3/22/2022 12:30,14.266,,,,
141,3/22/2022 13:00,15.151,,,,
142,3/22/2022 13:30,15.915,,,,
143,3/22/2022 14:00,15.748,,,,
144,3/22/2022 14:30,15.867,,,,
145,3/22/2022 15:00,16.082,,,,
146,3/22/2022 15:30,16.058,,,,
147,3/22/2022 16:00,15.986,,,,
148,3/22/2022 16:30,15.843,,,,
149,3/22/2022 17:00,15.676,,,,
150,3/22/2022 17:30,15.509,,,,
151,3/22/2022 18:00,15.318,,,,
152,3/22/2022 18:30,15.127,,,,
153,3/22/2022 19:00,14.936,,,,
154,3/22/2022 19:30,14.768,,,,
155,3/22/2022 20:00,14.601,,,,
156,3/22/2022 20:30,14.457,,,,
157,3/22/2022 21:00,14.337,,,,
158,3/22/2022 21:30,14.242,,,,
159,3/22/2022 22:00,14.17,,,,
160,3/22/2022 22:30,14.098,,,,
161,3/22/2022 23:00,14.026,,,,
162,3/22/2022 23:30,14.002,,,,
163,3/23/2022 0:00,13.978,,,,
164,3/23/2022 0:30,13.978,,,,
165,3/23/2022 1:00,13.978,,,,
166,3/23/2022 1:30,13.978,,,,
167,3/23/2022 2:00,13.954,,,,
168,3/23/2022 2:30,13.954,,,,
169,3/23/2022 3:00,13.93,,,,
170,3/23/2022 3:30,13.906,,,,
171,3/23/2022 4:00,13.882,,,,
172,3/23/2022 4:30,13.858,,,,
173,3/23/2022 5:00,13.834,,,,
174,3/23/2022 5:30,13.834,,,,
175,3/23/2022 6:00,13.834,,,,
176,3/23/2022 6:30,13.834,,,,
177,3/23/2022 7:00,13.834,,,,
178,3/23/2022 7:30,13.834,,,,
179,3/23/2022 8:00,13.858,,,,
180,3/23/2022 8:30,13.882,,,,
181,3/23/2022 9:00,13.93,,,,
182,3/23/2022 9:30,13.978,,,,
183,3/23/2022 10:00,14.05,,,,
184,3/23/2022 10:30,14.146,,,,
185,3/23/2022 11:00,14.912,,,,
186,3/23/2022 11:30,15.557,,,,
187,3/23/2022 12:00,15.796,,,,
188,3/23/2022 12:30,16.129,,,,
189,3/23/2022 13:00,16.153,,,,
190,3/23/2022 13:30,16.129,,,,
191,3/23/2022 14:00,16.129,,,,
192,3/23/2022 14:30,16.01,,,,
193,3/23/2022 15:00,15.915,,,,
194,3/23/2022 15:30,15.819,,,,
195,3/23/2022 16:00,15.748,,,,
196,3/23/2022 16:30,15.748,,,,
197,3/23/2022 17:00,17.772,,,,
198,3/23/2022 17:30,17.486,,,,
199,3/23/2022 18:00,17.058,,,,
200,3/23/2022 18:30,16.773,,,,
201,3/23/2022 19:00,16.558,,,,
202,3/23/2022 19:30,16.392,,,,
203,3/23/2022 20:00,16.249,,,,
204,3/23/2022 20:30,16.106,,,,
205,3/23/2022 21:00,15.986,,,,
206,3/23/2022 21:30,15.915,,,,
207,3/23/2022 22:00,15.843,,,,
208,3/23/2022 22:30,15.796,,,,
209,3/23/2022 23:00,15.748,,,,
210,3/23/2022 23:30,15.724,,,,
211,3/24/2022 0:00,15.676,,,,
212,3/24/2022 0:30,15.652,,,,
213,3/24/2022 1:00,15.605,,,,
214,3/24/2022 1:30,15.581,,,,
215,3/24/2022 2:00,15.533,,,,
216,3/24/2022 2:30,15.485,,,,
217,3/24/2022 3:00,15.414,,,,
218,3/24/2022 3:30,15.366,,,,
219,3/24/2022 4:00,15.342,,,,
220,3/24/2022 4:30,15.318,,,,
221,3/24/2022 5:00,15.294,,,,
222,3/24/2022 5:30,15.294,,,,
223,3/24/2022 6:00,15.27,,,,
224,3/24/2022 6:30,15.247,,,,
225,3/24/2022 7:00,15.223,,,,
226,3/24/2022 7:30,15.175,,,,
227,3/24/2022 8:00,15.151,,,,
228,3/24/2022 8:30,15.127,,,,
229,3/24/2022 9:00,15.151,,,,
230,3/24/2022 9:30,15.199,,,,
231,3/24/2022 10:00,15.27,,,,
232,3/24/2022 10:30,15.366,,,,
233,3/24/2022 11:00,15.485,,,,
234,3/24/2022 11:30,15.629,,,,
235,3/24/2022 12:00,15.748,,,,
236,3/24/2022 12:30,15.843,,,,
237,3/24/2022 13:00,15.891,,,,
238,3/24/2022 13:30,15.963,,,,
239,3/24/2022 14:00,15.986,,,,
240,3/24/2022 14:30,16.034,,,,
241,3/24/2022 15:00,16.034,,,,
242,3/24/2022 15:30,16.01,,,,
243,3/24/2022 16:00,15.986,,,,
244,3/24/2022 16:30,15.939,,,,
245,3/24/2022 17:00,15.843,,,,
246,3/24/2022 17:30,15.796,,,,
247,3/24/2022 18:00,15.7,,,,
248,3/24/2022 18:30,15.557,,,,
249,3/24/2022 19:00,15.414,,,,
250,3/24/2022 19:30,15.294,,,,
251,3/24/2022 20:00,15.127,,,,
252,3/24/2022 20:30,14.984,,,,
253,3/24/2022 21:00,14.84,,,,
254,3/24/2022 21:30,14.745,,,,
255,3/24/2022 22:00,14.649,,,,
256,3/24/2022 22:30,14.577,,,,
257,3/24/2022 23:00,14.505,,,,
258,3/24/2022 23:30,14.433,,,,
259,3/25/2022 0:00,14.361,,,,
260,3/25/2022 0:30,14.314,,,,
261,3/25/2022 1:00,14.218,,,,
262,3/25/2022 1:30,14.146,,,,
263,3/25/2022 2:00,14.074,,,,
264,3/25/2022 2:30,14.002,,,,
265,3/25/2022 3:00,13.954,,,,
266,3/25/2022 3:30,13.882,,,,
267,3/25/2022 4:00,13.834,,,,
268,3/25/2022 4:30,13.738,,,,
269,3/25/2022 5:00,13.69,,,,
270,3/25/2022 5:30,13.618,,,,
271,3/25/2022 6:00,13.497,,,,
272,3/25/2022 6:30,13.401,,,,
273,3/25/2022 7:00,13.281,,,,
274,3/25/2022 7:30,13.185,,,,
275,3/25/2022 8:00,13.088,,,,
276,3/25/2022 8:30,13.064,,,,
277,3/25/2022 9:00,13.064,,,,
278,3/25/2022 9:30,13.161,,,,
279,3/25/2022 10:00,13.209,,,,
280,3/25/2022 10:30,13.305,,,,
281,3/25/2022 11:00,13.473,,,,
282,3/25/2022 11:30,13.738,,,,
283,3/25/2022 12:00,14.002,,,,
284,3/25/2022 12:30,14.457,,,,
285,3/25/2022 13:00,14.529,,,,
286,3/25/2022 13:30,14.673,,,,
287,3/25/2022 14:00,14.888,,,,
288,3/25/2022 14:30,14.96,,,,
289,3/25/2022 15:00,14.936,,,,
290,3/25/2022 15:30,14.84,,,,
291,3/25/2022 16:00,14.792,,,,
292,3/25/2022 16:30,14.768,,,,
293,3/25/2022 17:00,14.673,,,,
294,3/25/2022 17:30,14.529,,,,
295,3/25/2022 18:00,14.409,,,,
296,3/25/2022 18:30,14.266,,,,
297,3/25/2022 19:00,14.17,,,,
298,3/25/2022 19:30,14.05,,,,
299,3/25/2022 20:00,13.93,,,,
300,3/25/2022 20:30,13.81,,,,
301,3/25/2022 21:00,13.666,,,,
302,3/25/2022 21:30,13.497,,,,
303,3/25/2022 22:00,13.377,,,,
304,3/25/2022 22:30,13.257,,,,
305,3/25/2022 23:00,13.161,,,,
306,3/25/2022 23:30,13.064,,,,
307,3/26/2022 0:00,12.968,,,,
308,3/26/2022 0:30,12.896,,,,
309,3/26/2022 1:00,12.799,,,,
310,3/26/2022 1:30,12.727,,,,
311,3/26/2022 2:00,12.63,,,,
312,3/26/2022 2:30,12.534,,,,
313,3/26/2022 3:00,12.485,,,,
314,3/26/2022 3:30,12.413,,,,
315,3/26/2022 4:00,12.364,,,,
316,3/26/2022 4:30,12.292,,,,
317,3/26/2022 5:00,12.219,,,,
318,3/26/2022 5:30,12.147,,,,
319,3/26/2022 6:00,12.098,,,,
320,3/26/2022 6:30,12.05,,,,
321,3/26/2022 7:00,12.001,,,,
322,3/26/2022 7:30,11.929,,,,
323,3/26/2022 8:00,11.929,,,,
324,3/26/2022 8:30,11.929,,,,
325,3/26/2022 9:00,11.953,,,,
326,3/26/2022 9:30,11.953,,,,
327,3/26/2022 10:00,12.001,,,,
328,3/26/2022 10:30,11.977,,,,
329,3/26/2022 11:00,12.098,,,,
330,3/26/2022 11:30,12.292,,,,
331,3/26/2022 12:00,12.582,,,,
332,3/26/2022 12:30,12.775,,,,
333,3/26/2022 13:00,12.944,,,,
334,3/26/2022 13:30,13.112,,,,
335,3/26/2022 14:00,13.305,,,,
336,3/26/2022 14:30,13.257,,,,
337,3/26/2022 15:00,13.209,,,,
338,3/26/2022 15:30,13.209,,,,
339,3/26/2022 16:00,13.137,,,,
340,3/26/2022 16:30,13.161,,,,
341,3/26/2022 17:00,13.137,,,,
342,3/26/2022 17:30,13.04,,,,
343,3/26/2022 18:00,12.92,,,,
344,3/26/2022 18:30,12.799,,,,
345,3/26/2022 19:00,12.63,,,,
346,3/26/2022 19:30,12.461,,,,
347,3/26/2022 20:00,12.292,,,,
348,3/26/2022 20:30,12.147,,,,
349,3/26/2022 21:00,12.025,,,,
350,3/26/2022 21:30,11.904,,,,
351,3/26/2022 22:00,11.783,,,,
352,3/26/2022 22:30,11.686,,,,
353,3/26/2022 23:00,11.589,,,,
354,3/26/2022 23:30,11.492,,,,
355,3/27/2022 0:00,11.419,,,,
356,3/27/2022 0:30,11.321,,,,
357,3/27/2022 1:00,11.224,,,,
358,3/27/2022 1:30,11.127,,,,
359,3/27/2022 2:00,11.053,,,,
360,3/27/2022 2:30,10.956,,,,
361,3/27/2022 3:00,10.858,,,,
362,3/27/2022 3:30,10.761,,,,
363,3/27/2022 4:00,10.663,,,,
364,3/27/2022 4:30,10.614,,,,
365,3/27/2022 5:00,10.516,,,,
366,3/27/2022 5:30,10.443,,,,
367,3/27/2022 6:00,10.394,,,,
368,3/27/2022 6:30,10.32,,,,
369,3/27/2022 7:00,10.247,,,,
370,3/27/2022 7:30,10.173,,,,
371,3/27/2022 8:00,10.124,,,,
372,3/27/2022 8:30,10.124,,,,
373,3/27/2022 9:00,10.149,,,,
374,3/27/2022 9:30,10.247,,,,
375,3/27/2022 10:00,10.345,,,,
376,3/27/2022 10:30,10.418,,,,
377,3/27/2022 11:00,10.59,,,,
378,3/27/2022 11:30,10.858,,,,
379,3/27/2022 12:00,11.224,,,,
380,3/27/2022 12:30,11.734,,,,
381,3/27/2022 13:00,12.171,,,,
382,3/27/2022 13:30,12.558,,,,
383,3/27/2022 14:00,13.016,,,,
384,3/27/2022 14:30,13.425,,,,
385,3/27/2022 15:00,13.618,,,,
386,3/27/2022 15:30,13.738,,,,
387,3/27/2022 16:00,13.618,,,,
388,3/27/2022 16:30,13.377,,,,
389,3/27/2022 17:00,13.161,,,,
390,3/27/2022 17:30,12.944,,,,
391,3/27/2022 18:00,12.703,,,,
392,3/27/2022 18:30,12.437,,,,
393,3/27/2022 19:00,12.171,,,,
394,3/27/2022 19:30,11.953,,,,
395,3/27/2022 20:00,11.783,,,,
396,3/27/2022 20:30,11.613,,,,
397,3/27/2022 21:00,11.467,,,,
398,3/27/2022 21:30,11.321,,,,
399,3/27/2022 22:00,11.224,,,,
400,3/27/2022 22:30,11.102,,,,
401,3/27/2022 23:00,10.98,,,,
402,3/27/2022 23:30,10.883,,,,
403,3/28/2022 0:00,10.785,,,,
404,3/28/2022 0:30,10.687,,,,
405,3/28/2022 1:00,10.59,,,,
406,3/28/2022 1:30,10.467,,,,
407,3/28/2022 2:00,10.345,,,,
408,3/28/2022 2:30,10.247,,,,
409,3/28/2022 3:00,10.149,,,,
410,3/28/2022 3:30,10.075,,,,
411,3/28/2022 4:00,10.001,,,,
412,3/28/2022 4:30,9.928,,,,
413,3/28/2022 5:00,9.879,,,,
414,3/28/2022 5:30,9.829,,,,
415,3/28/2022 6:00,9.756,,,,
416,3/28/2022 6:30,9.706,,,,
417,3/28/2022 7:00,9.657,,,,
418,3/28/2022 7:30,9.608,,,,
419,3/28/2022 8:00,9.558,,,,
420,3/28/2022 8:30,9.608,,,,
421,3/28/2022 9:00,9.657,,,,
422,3/28/2022 9:30,9.706,,,,
423,3/28/2022 10:00,9.805,,,,
424,3/28/2022 10:30,9.903,,,,
425,3/28/2022 11:00,10.124,,,,
426,3/28/2022 11:30,10.443,,,,
427,3/28/2022 12:00,10.785,,,,
428,3/28/2022 12:30,11.346,,,,
429,3/28/2022 13:00,11.856,,,,
430,3/28/2022 13:30,12.171,,,,
431,3/28/2022 14:00,12.678,,,,
432,3/28/2022 14:30,13.088,,,,
433,3/28/2022 15:00,13.329,,,,
434,3/28/2022 15:30,13.401,,,,
435,3/28/2022 16:00,13.305,,,,
436,3/28/2022 16:30,13.064,,,,
437,3/28/2022 17:00,12.847,,,,
438,3/28/2022 17:30,12.63,,,,
439,3/28/2022 18:00,12.389,,,,
440,3/28/2022 18:30,12.122,,,,
441,3/28/2022 19:00,11.856,,,,
442,3/28/2022 19:30,11.637,,,,
443,3/28/2022 20:00,11.467,,,,
444,3/28/2022 20:30,11.321,,,,
445,3/28/2022 21:00,11.151,,,,
446,3/28/2022 21:30,11.029,,,,
447,3/28/2022 22:00,10.907,,,,
448,3/28/2022 22:30,10.81,,,,
449,3/28/2022 23:00,10.712,,,,
450,3/28/2022 23:30,10.614,,,,
451,3/29/2022 0:00,10.516,,,,
452,3/29/2022 0:30,10.418,,,,
453,3/29/2022 1:00,10.32,,,,
454,3/29/2022 1:30,10.198,,,,
455,3/29/2022 2:00,10.1,,,,
456,3/29/2022 2:30,10.001,,,,
457,3/29/2022 3:00,9.879,,,,
458,3/29/2022 3:30,9.78,,,,
459,3/29/2022 4:00,9.706,,,,
460,3/29/2022 4:30,9.632,,,,
461,3/29/2022 5:00,9.558,,,,
462,3/29/2022 5:30,9.509,,,,
463,3/29/2022 6:00,9.485,,,,
464,3/29/2022 6:30,9.46,,,,
465,3/29/2022 7:00,9.41,,,,
466,3/29/2022 7:30,9.41,,,,
467,3/29/2022 8:00,9.386,,,,
468,3/29/2022 8:30,9.386,,,,
469,3/29/2022 9:00,9.41,,,,
470,3/29/2022 9:30,9.435,,,,
471,3/29/2022 10:00,9.485,,,,
472,3/29/2022 10:30,9.534,,,,
473,3/29/2022 11:00,9.632,,,,
474,3/29/2022 11:30,9.756,,,,
475,3/29/2022 12:00,9.928,,,,
476,3/29/2022 12:30,10.271,,,,
477,3/29/2022 13:00,10.59,,,,
478,3/29/2022 13:30,10.761,,,,
479,3/29/2022 14:00,10.932,,,,
480,3/29/2022 14:30,11.346,,,,
481,3/29/2022 15:00,11.637,,,,
482,3/29/2022 15:30,11.686,,,,
483,3/29/2022 16:00,11.783,,,,
484,3/29/2022 16:30,11.759,,,,
485,3/29/2022 17:00,11.759,,,,
486,3/29/2022 17:30,11.686,,,,
487,3/29/2022 18:00,11.613,,,,
488,3/29/2022 18:30,11.516,,,,
489,3/29/2022 19:00,11.443,,,,
490,3/29/2022 19:30,11.37,,,,
491,3/29/2022 20:00,11.273,,,,
492,3/29/2022 20:30,11.224,,,,
493,3/29/2022 21:00,11.2,,,,
494,3/29/2022 21:30,11.151,,,,
495,3/29/2022 22:00,11.102,,,,
496,3/29/2022 22:30,11.029,,,,
497,3/29/2022 23:00,10.956,,,,
498,3/29/2022 23:30,10.883,,,,
499,3/30/2022 0:00,10.834,,,,
500,3/30/2022 0:30,10.81,,,,
501,3/30/2022 1:00,10.761,,,,
502,3/30/2022 1:30,10.712,,,,
503,3/30/2022 2:00,10.638,,,,
504,3/30/2022 2:30,10.59,,,,
505,3/30/2022 3:00,10.516,,,,
506,3/30/2022 3:30,10.443,,,,
507,3/30/2022 4:00,10.369,,,,
508,3/30/2022 4:30,10.32,,,,
509,3/30/2022 5:00,10.247,,,,
510,3/30/2022 5:30,10.173,,,,
511,3/30/2022 6:00,10.124,,,,
512,3/30/2022 6:30,10.075,,,,
513,3/30/2022 7:00,10.001,,,,
514,3/30/2022 7:30,9.977,,,,
515,3/30/2022 8:00,9.977,,,,
516,3/30/2022 8:30,10.026,,,,
517,3/30/2022 9:00,10.149,,,,
518,3/30/2022 9:30,10.271,,,,
519,3/30/2022 10:00,10.369,,,,
520,3/30/2022 10:30,10.467,,,,
521,3/30/2022 11:00,10.59,,,,
522,3/30/2022 11:30,10.736,,,,
523,3/30/2022 12:00,10.858,,,,
524,3/30/2022 12:30,11.053,,,,
525,3/30/2022 13:00,11.297,,,,
526,3/30/2022 13:30,11.54,,,,
527,3/30/2022 14:00,11.783,,,,
528,3/30/2022 14:30,12.074,,,,
529,3/30/2022 15:00,12.243,,,,
530,3/30/2022 15:30,12.389,,,,
531,3/30/2022 16:00,12.534,,,,
532,3/30/2022 16:30,12.727,,,,
533,3/30/2022 17:00,12.92,,,,
534,3/30/2022 17:30,13.016,,,,
535,3/30/2022 18:00,13.064,,,,
536,3/30/2022 18:30,13.064,,,,
537,3/30/2022 19:00,13.04,,,,
538,3/30/2022 19:30,13.016,,,,
539,3/30/2022 20:00,12.992,,,,
540,3/30/2022 20:30,12.992,,,,
541,3/30/2022 21:00,13.016,,,,
542,3/30/2022 21:30,13.016,,,,
543,3/30/2022 22:00,13.064,,,,
544,3/30/2022 22:30,13.112,,,,
545,3/30/2022 23:00,13.209,,,,
546,3/30/2022 23:30,13.305,,,,
547,3/31/2022 0:00,13.401,,,,
548,3/31/2022 0:30,13.497,,,,
549,3/31/2022 1:00,13.546,,,,
550,3/31/2022 1:30,13.642,,,,
551,3/31/2022 2:00,13.69,,,,
552,3/31/2022 2:30,13.762,,,,
553,3/31/2022 3:00,13.834,,,,
554,3/31/2022 3:30,13.882,,,,
555,3/31/2022 4:00,13.906,,,,
556,3/31/2022 4:30,13.954,,,,
557,3/31/2022 5:00,14.002,,,,
558,3/31/2022 5:30,14.05,,,,
559,3/31/2022 6:00,14.098,,,,
560,3/31/2022 6:30,14.146,,,,
561,3/31/2022 7:00,14.17,,,,
562,3/31/2022 7:30,14.194,,,,
563,3/31/2022 8:00,14.218,,,,
564,3/31/2022 8:30,14.29,,,,
565,3/31/2022 9:00,14.29,,,,
566,3/31/2022 9:30,14.409,,,,
567,3/31/2022 10:00,14.481,,,,
568,3/31/2022 10:30,15.318,,,,
569,3/31/2022 11:00,15.533,,,,
570,3/31/2022 11:30,15.748,,,,
571,3/31/2022 12:00,16.82,,,,
572,3/31/2022 12:30,17.106,,,,
573,3/31/2022 13:00,17.13,,,,
574,3/31/2022 13:30,17.605,,,,
575,3/31/2022 14:00,17.368,,,,
576,3/31/2022 14:30,16.82,,,,
577,3/31/2022 15:00,16.82,,,,
578,3/31/2022 15:30,16.534,,,,
579,3/31/2022 16:00,16.344,,,,
580,3/31/2022 16:30,16.153,,,,
581,3/31/2022 17:00,15.963,,,,
582,3/31/2022 17:30,15.819,,,,
583,3/31/2022 18:00,15.724,,,,
584,3/31/2022 18:30,15.629,,,,
585,3/31/2022 19:00,15.533,,,,
586,3/31/2022 19:30,15.438,,,,
587,3/31/2022 20:00,15.366,,,,
588,3/31/2022 20:30,15.318,,,,
589,3/31/2022 21:00,15.27,,,,
590,3/31/2022 21:30,15.223,,,,
591,3/31/2022 22:00,15.175,,,,
592,3/31/2022 22:30,15.151,,,,
593,3/31/2022 23:00,15.103,,,,
594,3/31/2022 23:30,15.031,,,,
595,4/1/2022 0:00,14.984,,,,
596,4/1/2022 0:30,14.936,,,,
597,4/1/2022 1:00,14.888,,,,
598,4/1/2022 1:30,14.84,,,,
599,4/1/2022 2:00,14.792,,,,
600,4/1/2022 2:30,14.721,,,,
601,4/1/2022 3:00,14.649,,,,
602,4/1/2022 3:30,14.553,,,,
603,4/1/2022 4:00,14.457,,,,
604,4/1/2022 4:30,14.361,,,,
605,4/1/2022 5:00,14.29,,,,
606,4/1/2022 5:30,14.218,,,,
607,4/1/2022 6:00,14.122,,,,
608,4/1/2022 6:30,14.026,,,,
609,4/1/2022 7:00,13.906,,,,
610,4/1/2022 7:30,13.834,,,,
611,4/1/2022 8:00,13.762,,,,
612,4/1/2022 8:30,13.714,,,,
613,4/1/2022 9:00,13.69,,,,
614,4/1/2022 9:30,13.69,,,,
615,4/1/2022 10:00,13.69,,,,
616,4/1/2022 10:30,13.738,,,,
617,4/1/2022 11:00,13.882,,,,
618,4/1/2022 11:30,14.026,,,,
619,4/1/2022 12:00,14.337,,,,
620,4/1/2022 12:30,14.721,,,,
621,4/1/2022 13:00,14.984,,,,
622,4/1/2022 13:30,15.199,,,,
623,4/1/2022 14:00,15.461,,,,
624,4/1/2022 14:30,15.7,,,,
625,4/1/2022 15:00,15.796,,,,
626,4/1/2022 15:30,15.724,,,,
627,4/1/2022 16:00,15.509,,,,
628,4/1/2022 16:30,15.27,,,,
629,4/1/2022 17:00,15.031,,,,
630,4/1/2022 17:30,14.792,,,,
631,4/1/2022 18:00,14.529,,,,
632,4/1/2022 18:30,14.314,,,,
633,4/1/2022 19:00,14.122,,,,
634,4/1/2022 19:30,13.906,,,,
635,4/1/2022 20:00,13.738,,,,
636,4/1/2022 20:30,13.546,,,,
637,4/1/2022 21:00,13.425,,,,
638,4/1/2022 21:30,13.281,,,,
639,4/1/2022 22:00,13.137,,,,
640,4/1/2022 22:30,13.016,,,,
641,4/1/2022 23:00,12.896,,,,
642,4/1/2022 23:30,12.775,,,,
643,4/2/2022 0:00,12.654,,,,
644,4/2/2022 0:30,12.534,,,,
645,4/2/2022 1:00,12.413,,,,
646,4/2/2022 1:30,12.316,,,,
647,4/2/2022 2:00,12.195,,,,
648,4/2/2022 2:30,12.098,,,,
649,4/2/2022 3:00,11.977,,,,
650,4/2/2022 3:30,11.88,,,,
651,4/2/2022 4:00,11.783,,,,
652,4/2/2022 4:30,11.662,,,,
653,4/2/2022 5:00,11.589,,,,
654,4/2/2022 5:30,11.492,,,,
