#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10177893, SEN S/N: 10177893)",Coupler Detached (LGR S/N: 10177893),Coupler Attached (LGR S/N: 10177893),Host Connected (LGR S/N: 10177893),Stopped (LGR S/N: 10177893),End Of File (LGR S/N: 10177893)
606,4/21/2021 14:30,15.915,,,,,
607,4/21/2021 15:00,16.487,,,,,
608,4/21/2021 15:30,16.439,,,,,
609,4/21/2021 16:00,16.225,,,,,
610,4/21/2021 16:30,15.915,,,,,
611,4/21/2021 17:00,15.724,,,,,
612,4/21/2021 17:30,15.438,,,,,
613,4/21/2021 18:00,15.223,,,,,
614,4/21/2021 18:30,14.96,,,,,
615,4/21/2021 19:00,14.673,,,,,
616,4/21/2021 19:30,14.409,,,,,
617,4/21/2021 20:00,14.122,,,,,
618,4/21/2021 20:30,13.858,,,,,
619,4/21/2021 21:00,13.57,,,,,
620,4/21/2021 21:30,13.305,,,,,
621,4/21/2021 22:00,13.064,,,,,
622,4/21/2021 22:30,12.823,,,,,
623,4/21/2021 23:00,12.582,,,,,
