#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10177893, SEN S/N: 10177893)",Coupler Detached (LGR S/N: 10177893),Coupler Attached (LGR S/N: 10177893),Host Connected (LGR S/N: 10177893),Bad Battery (LGR S/N: 10177893),End Of File (LGR S/N: 10177893)
161,8/9/2021 18:00,22.848,,,,,
162,8/9/2021 18:30,22.824,,,,,
163,8/9/2021 19:00,22.896,,,,,
164,8/9/2021 19:30,22.848,,,,,
165,8/9/2021 20:00,22.896,,,,,
166,8/9/2021 20:30,22.872,,,,,
167,8/9/2021 21:00,22.872,,,,,
168,8/9/2021 21:30,22.872,,,,,
169,8/9/2021 22:00,22.824,,,,,
170,8/9/2021 22:30,22.824,,,,,
171,8/9/2021 23:00,22.776,,,,,
172,8/9/2021 23:30,22.776,,,,,
173,8/10/2021 0:00,22.729,,,,,
174,8/10/2021 0:30,22.681,,,,,
175,8/10/2021 1:00,22.657,,,,,
176,8/10/2021 1:30,22.609,,,,,
177,8/10/2021 2:00,22.585,,,,,
178,8/10/2021 2:30,22.537,,,,,
179,8/10/2021 3:00,22.513,,,,,
180,8/10/2021 3:30,22.465,,,,,
181,8/10/2021 4:00,22.441,,,,,
182,8/10/2021 4:30,22.417,,,,,
183,8/10/2021 5:00,22.369,,,,,
184,8/10/2021 5:30,22.369,,,,,
185,8/10/2021 6:00,22.321,,,,,
186,8/10/2021 6:30,22.298,,,,,
187,8/10/2021 7:00,22.274,,,,,
188,8/10/2021 7:30,22.274,,,,,
189,8/10/2021 8:00,22.25,,,,,
190,8/10/2021 8:30,22.25,,,,,
191,8/10/2021 9:00,22.274,,,,,
192,8/10/2021 9:30,22.274,,,,,
193,8/10/2021 10:00,22.274,,,,,
194,8/10/2021 10:30,22.321,,,,,
195,8/10/2021 11:00,22.393,,,,,
196,8/10/2021 11:30,22.489,,,,,
197,8/10/2021 12:00,22.561,,,,,
198,8/10/2021 12:30,22.681,,,,,
199,8/10/2021 13:00,22.753,,,,,
200,8/10/2021 13:30,22.92,,,,,
201,8/10/2021 14:00,22.992,,,,,
202,8/10/2021 14:30,23.016,,,,,
203,8/10/2021 15:00,23.04,,,,,
204,8/10/2021 15:30,23.136,,,,,
205,8/10/2021 16:00,23.28,,,,,
206,8/10/2021 16:30,23.28,,,,,
207,8/10/2021 17:00,23.352,,,,,
208,8/10/2021 17:30,23.376,,,,,
209,8/10/2021 18:00,23.4,,,,,
210,8/10/2021 18:30,26.524,,,,,
211,8/10/2021 19:00,26.134,,,,,
212,8/10/2021 19:30,25.768,,,,,
213,8/10/2021 20:00,25.525,,,,,
214,8/10/2021 20:30,25.331,,,,,
215,8/10/2021 21:00,25.162,,,,,
216,8/10/2021 21:30,24.968,,,,,
217,8/10/2021 22:00,24.798,,,,,
218,8/10/2021 22:30,24.653,,,,,
219,8/10/2021 23:00,24.508,,,,,
220,8/10/2021 23:30,24.388,,,,,
221,8/11/2021 0:00,24.267,,,,,
222,8/11/2021 0:30,24.146,,,,,
223,8/11/2021 1:00,24.05,,,,,
224,8/11/2021 1:30,23.954,,,,,
225,8/11/2021 2:00,23.857,,,,,
226,8/11/2021 2:30,23.785,,,,,
227,8/11/2021 3:00,23.689,,,,,
228,8/11/2021 3:30,23.617,,,,,
229,8/11/2021 4:00,23.545,,,,,
230,8/11/2021 4:30,23.472,,,,,
231,8/11/2021 5:00,23.4,,,,,
232,8/11/2021 5:30,23.328,,,,,
233,8/11/2021 6:00,23.28,,,,,
234,8/11/2021 6:30,23.208,,,,,
235,8/11/2021 7:00,23.136,,,,,
236,8/11/2021 7:30,23.088,,,,,
237,8/11/2021 8:00,23.04,,,,,
238,8/11/2021 8:30,23.04,,,,,
239,8/11/2021 9:00,23.04,,,,,
240,8/11/2021 9:30,23.064,,,,,
241,8/11/2021 10:00,23.112,,,,,
242,8/11/2021 10:30,23.136,,,,,
243,8/11/2021 11:00,23.208,,,,,
244,8/11/2021 11:30,23.256,,,,,
245,8/11/2021 12:00,23.328,,,,,
246,8/11/2021 12:30,23.424,,,,,
247,8/11/2021 13:00,23.545,,,,,
248,8/11/2021 13:30,23.665,,,,,
249,8/11/2021 14:00,23.761,,,,,
250,8/11/2021 14:30,23.809,,,,,
251,8/11/2021 15:00,23.833,,,,,
252,8/11/2021 15:30,23.881,,,,,
253,8/11/2021 16:00,23.978,,,,,
254,8/11/2021 16:30,24.002,,,,,
255,8/11/2021 17:00,24.026,,,,,
256,8/11/2021 17:30,24.122,,,,,
257,8/11/2021 18:00,24.074,,,,,
258,8/11/2021 18:30,24.098,,,,,
259,8/11/2021 19:00,24.05,,,,,
260,8/11/2021 19:30,24.026,,,,,
261,8/11/2021 20:00,23.978,,,,,
262,8/11/2021 20:30,23.905,,,,,
263,8/11/2021 21:00,23.833,,,,,
264,8/11/2021 21:30,23.761,,,,,
265,8/11/2021 22:00,23.713,,,,,
266,8/11/2021 22:30,23.641,,,,,
267,8/11/2021 23:00,23.569,,,,,
268,8/11/2021 23:30,23.521,,,,,
269,8/12/2021 0:00,23.448,,,,,
270,8/12/2021 0:30,23.376,,,,,
271,8/12/2021 1:00,23.328,,,,,
272,8/12/2021 1:30,23.256,,,,,
273,8/12/2021 2:00,23.208,,,,,
274,8/12/2021 2:30,23.136,,,,,
275,8/12/2021 3:00,23.088,,,,,
276,8/12/2021 3:30,23.04,,,,,
277,8/12/2021 4:00,22.992,,,,,
278,8/12/2021 4:30,22.92,,,,,
279,8/12/2021 5:00,22.872,,,,,
280,8/12/2021 5:30,22.824,,,,,
281,8/12/2021 6:00,22.753,,,,,
282,8/12/2021 6:30,22.705,,,,,
283,8/12/2021 7:00,22.657,,,,,
284,8/12/2021 7:30,22.609,,,,,
285,8/12/2021 8:00,22.585,,,,,
286,8/12/2021 8:30,22.585,,,,,
287,8/12/2021 9:00,22.609,,,,,
288,8/12/2021 9:30,22.633,,,,,
289,8/12/2021 10:00,22.681,,,,,
290,8/12/2021 10:30,22.729,,,,,
291,8/12/2021 11:00,22.824,,,,,
292,8/12/2021 11:30,22.896,,,,,
293,8/12/2021 12:00,22.968,,,,,
294,8/12/2021 12:30,23.064,,,,,
295,8/12/2021 13:00,23.184,,,,,
296,8/12/2021 13:30,23.304,,,,,
297,8/12/2021 14:00,23.569,,,,,
298,8/12/2021 14:30,23.448,,,,,
299,8/12/2021 15:00,23.521,,,,,
300,8/12/2021 15:30,23.593,,,,,
301,8/12/2021 16:00,23.689,,,,,
302,8/12/2021 16:30,23.737,,,,,
303,8/12/2021 17:00,23.785,,,,,
304,8/12/2021 17:30,23.833,,,,,
305,8/12/2021 18:00,23.833,,,,,
306,8/12/2021 18:30,23.857,,,,,
307,8/12/2021 19:00,23.809,,,,,
308,8/12/2021 19:30,23.785,,,,,
309,8/12/2021 20:00,23.737,,,,,
310,8/12/2021 20:30,23.665,,,,,
311,8/12/2021 21:00,23.593,,,,,
312,8/12/2021 21:30,23.521,,,,,
313,8/12/2021 22:00,23.472,,,,,
314,8/12/2021 22:30,23.4,,,,,
315,8/12/2021 23:00,23.328,,,,,
316,8/12/2021 23:30,23.256,,,,,
317,8/13/2021 0:00,23.208,,,,,
318,8/13/2021 0:30,23.136,,,,,
319,8/13/2021 1:00,23.088,,,,,
320,8/13/2021 1:30,23.016,,,,,
321,8/13/2021 2:00,22.968,,,,,
322,8/13/2021 2:30,22.92,,,,,
323,8/13/2021 3:00,22.872,,,,,
324,8/13/2021 3:30,22.824,,,,,
325,8/13/2021 4:00,22.776,,,,,
326,8/13/2021 4:30,22.729,,,,,
327,8/13/2021 5:00,22.657,,,,,
328,8/13/2021 5:30,22.633,,,,,
329,8/13/2021 6:00,22.585,,,,,
330,8/13/2021 6:30,22.513,,,,,
331,8/13/2021 7:00,22.465,,,,,
332,8/13/2021 7:30,22.441,,,,,
333,8/13/2021 8:00,22.417,,,,,
334,8/13/2021 8:30,22.417,,,,,
335,8/13/2021 9:00,22.441,,,,,
336,8/13/2021 9:30,22.465,,,,,
337,8/13/2021 10:00,22.513,,,,,
338,8/13/2021 10:30,22.585,,,,,
339,8/13/2021 11:00,22.657,,,,,
340,8/13/2021 11:30,22.729,,,,,
341,8/13/2021 12:00,22.848,,,,,
342,8/13/2021 12:30,22.968,,,,,
343,8/13/2021 13:00,23.112,,,,,
344,8/13/2021 13:30,23.208,,,,,
345,8/13/2021 14:00,23.424,,,,,
346,8/13/2021 14:30,23.424,,,,,
347,8/13/2021 15:00,23.472,,,,,
348,8/13/2021 15:30,23.569,,,,,
349,8/13/2021 16:00,23.689,,,,,
350,8/13/2021 16:30,23.713,,,,,
351,8/13/2021 17:00,23.785,,,,,
352,8/13/2021 17:30,23.785,,,,,
353,8/13/2021 18:00,23.809,,,,,
354,8/13/2021 18:30,23.857,,,,,
355,8/13/2021 19:00,23.857,,,,,
356,8/13/2021 19:30,23.857,,,,,
357,8/13/2021 20:00,23.954,,,,,
358,8/13/2021 20:30,23.905,,,,,
359,8/13/2021 21:00,23.954,,,,,
360,8/13/2021 21:30,23.954,,,,,
361,8/13/2021 22:00,23.93,,,,,
362,8/13/2021 22:30,23.905,,,,,
363,8/13/2021 23:00,23.881,,,,,
364,8/13/2021 23:30,23.857,,,,,
365,8/14/2021 0:00,23.809,,,,,
366,8/14/2021 0:30,23.785,,,,,
367,8/14/2021 1:00,23.761,,,,,
368,8/14/2021 1:30,23.713,,,,,
369,8/14/2021 2:00,23.641,,,,,
370,8/14/2021 2:30,23.617,,,,,
371,8/14/2021 3:00,23.569,,,,,
372,8/14/2021 3:30,23.521,,,,,
373,8/14/2021 4:00,23.448,,,,,
374,8/14/2021 4:30,23.4,,,,,
375,8/14/2021 5:00,23.328,,,,,
376,8/14/2021 5:30,23.256,,,,,
377,8/14/2021 6:00,23.208,,,,,
378,8/14/2021 6:30,23.136,,,,,
379,8/14/2021 7:00,23.088,,,,,
380,8/14/2021 7:30,23.04,,,,,
381,8/14/2021 8:00,23.016,,,,,
382,8/14/2021 8:30,23.04,,,,,
383,8/14/2021 9:00,23.04,,,,,
384,8/14/2021 9:30,23.064,,,,,
385,8/14/2021 10:00,23.112,,,,,
386,8/14/2021 10:30,23.184,,,,,
387,8/14/2021 11:00,23.208,,,,,
388,8/14/2021 11:30,23.28,,,,,
389,8/14/2021 12:00,23.4,,,,,
390,8/14/2021 12:30,23.545,,,,,
391,8/14/2021 13:00,23.617,,,,,
392,8/14/2021 13:30,23.689,,,,,
393,8/14/2021 14:00,23.809,,,,,
394,8/14/2021 14:30,23.761,,,,,
395,8/14/2021 15:00,23.785,,,,,
396,8/14/2021 15:30,23.905,,,,,
397,8/14/2021 16:00,23.857,,,,,
398,8/14/2021 16:30,23.881,,,,,
399,8/14/2021 17:00,23.905,,,,,
400,8/14/2021 17:30,23.93,,,,,
401,8/14/2021 18:00,23.93,,,,,
402,8/14/2021 18:30,23.93,,,,,
403,8/14/2021 19:00,23.713,,,,,
404,8/14/2021 19:30,24.122,,,,,
405,8/14/2021 20:00,24.195,,,,,
406,8/14/2021 20:30,24.291,,,,,
407,8/14/2021 21:00,24.219,,,,,
408,8/14/2021 21:30,24.195,,,,,
409,8/14/2021 22:00,24.074,,,,,
410,8/14/2021 22:30,23.954,,,,,
411,8/14/2021 23:00,23.857,,,,,
412,8/14/2021 23:30,23.785,,,,,
413,8/15/2021 0:00,23.689,,,,,
414,8/15/2021 0:30,23.617,,,,,
415,8/15/2021 1:00,23.521,,,,,
416,8/15/2021 1:30,23.448,,,,,
417,8/15/2021 2:00,23.352,,,,,
418,8/15/2021 2:30,23.256,,,,,
419,8/15/2021 3:00,23.184,,,,,
420,8/15/2021 3:30,23.088,,,,,
421,8/15/2021 4:00,23.016,,,,,
422,8/15/2021 4:30,22.944,,,,,
423,8/15/2021 5:00,22.872,,,,,
424,8/15/2021 5:30,22.8,,,,,
425,8/15/2021 6:00,22.753,,,,,
426,8/15/2021 6:30,22.705,,,,,
427,8/15/2021 7:00,22.657,,,,,
428,8/15/2021 7:30,22.633,,,,,
429,8/15/2021 8:00,22.609,,,,,
430,8/15/2021 8:30,22.585,,,,,
431,8/15/2021 9:00,22.561,,,,,
432,8/15/2021 9:30,22.561,,,,,
433,8/15/2021 10:00,22.585,,,,,
434,8/15/2021 10:30,22.585,,,,,
435,8/15/2021 11:00,22.609,,,,,
436,8/15/2021 11:30,22.657,,,,,
437,8/15/2021 12:00,22.681,,,,,
438,8/15/2021 12:30,22.753,,,,,
439,8/15/2021 13:00,22.824,,,,,
440,8/15/2021 13:30,22.896,,,,,
441,8/15/2021 14:00,22.968,,,,,
442,8/15/2021 14:30,23.016,,,,,
443,8/15/2021 15:00,23.04,,,,,
444,8/15/2021 15:30,23.088,,,,,
445,8/15/2021 16:00,23.16,,,,,
446,8/15/2021 16:30,23.184,,,,,
447,8/15/2021 17:00,26.036,,,,,
448,8/15/2021 17:30,26.207,,,,,
449,8/15/2021 18:00,25.89,,,,,
450,8/15/2021 18:30,25.55,,,,,
451,8/15/2021 19:00,25.283,,,,,
452,8/15/2021 19:30,25.065,,,,,
453,8/15/2021 20:00,24.847,,,,,
454,8/15/2021 20:30,24.653,,,,,
455,8/15/2021 21:00,24.484,,,,,
456,8/15/2021 21:30,24.291,,,,,
457,8/15/2021 22:00,24.098,,,,,
458,8/15/2021 22:30,23.545,,,,,
459,8/15/2021 23:00,23.665,,,,,
460,8/15/2021 23:30,23.737,,,,,
461,8/16/2021 0:00,23.737,,,,,
462,8/16/2021 0:30,23.713,,,,,
463,8/16/2021 1:00,23.641,,,,,
464,8/16/2021 1:30,23.569,,,,,
465,8/16/2021 2:00,23.497,,,,,
466,8/16/2021 2:30,23.424,,,,,
467,8/16/2021 3:00,23.376,,,,,
468,8/16/2021 3:30,23.328,,,,,
469,8/16/2021 4:00,23.256,,,,,
470,8/16/2021 4:30,23.232,,,,,
471,8/16/2021 5:00,23.184,,,,,
472,8/16/2021 5:30,23.136,,,,,
473,8/16/2021 6:00,23.088,,,,,
474,8/16/2021 6:30,23.04,,,,,
475,8/16/2021 7:00,23.016,,,,,
476,8/16/2021 7:30,22.992,,,,,
477,8/16/2021 8:00,22.944,,,,,
478,8/16/2021 8:30,22.92,,,,,
479,8/16/2021 9:00,22.896,,,,,
480,8/16/2021 9:30,22.896,,,,,
481,8/16/2021 10:00,22.896,,,,,
482,8/16/2021 10:30,22.896,,,,,
483,8/16/2021 11:00,22.92,,,,,
484,8/16/2021 11:30,22.944,,,,,
485,8/16/2021 12:00,22.992,,,,,
486,8/16/2021 12:30,23.04,,,,,
487,8/16/2021 13:00,23.088,,,,,
488,8/16/2021 13:30,23.208,,,,,
489,8/16/2021 14:00,23.328,,,,,
490,8/16/2021 14:30,23.376,,,,,
491,8/16/2021 15:00,23.4,,,,,
492,8/16/2021 15:30,23.472,,,,,
493,8/16/2021 16:00,23.545,,,,,
494,8/16/2021 16:30,23.593,,,,,
495,8/16/2021 17:00,23.617,,,,,
496,8/16/2021 17:30,23.593,,,,,
497,8/16/2021 18:00,23.545,,,,,
498,8/16/2021 18:30,23.497,,,,,
499,8/16/2021 19:00,23.424,,,,,
500,8/16/2021 19:30,23.328,,,,,
501,8/16/2021 20:00,23.088,,,,,
502,8/16/2021 20:30,22.8,,,,,
503,8/16/2021 21:00,22.705,,,,,
504,8/16/2021 21:30,22.705,,,,,
505,8/16/2021 22:00,22.705,,,,,
506,8/16/2021 22:30,22.705,,,,,
507,8/16/2021 23:00,22.705,,,,,
508,8/16/2021 23:30,22.705,,,,,
509,8/17/2021 0:00,22.705,,,,,
510,8/17/2021 0:30,22.681,,,,,
511,8/17/2021 1:00,22.681,,,,,
512,8/17/2021 1:30,22.657,,,,,
513,8/17/2021 2:00,22.657,,,,,
514,8/17/2021 2:30,22.633,,,,,
515,8/17/2021 3:00,22.609,,,,,
516,8/17/2021 3:30,22.585,,,,,
517,8/17/2021 4:00,22.561,,,,,
518,8/17/2021 4:30,22.537,,,,,
519,8/17/2021 5:00,22.513,,,,,
520,8/17/2021 5:30,22.489,,,,,
521,8/17/2021 6:00,22.465,,,,,
522,8/17/2021 6:30,22.441,,,,,
523,8/17/2021 7:00,22.417,,,,,
524,8/17/2021 7:30,22.417,,,,,
525,8/17/2021 8:00,22.417,,,,,
526,8/17/2021 8:30,22.393,,,,,
527,8/17/2021 9:00,22.393,,,,,
528,8/17/2021 9:30,22.417,,,,,
529,8/17/2021 10:00,22.417,,,,,
530,8/17/2021 10:30,22.441,,,,,
531,8/17/2021 11:00,22.465,,,,,
532,8/17/2021 11:30,22.513,,,,,
533,8/17/2021 12:00,22.537,,,,,
534,8/17/2021 12:30,22.609,,,,,
535,8/17/2021 13:00,22.633,,,,,
536,8/17/2021 13:30,22.657,,,,,
537,8/17/2021 14:00,22.992,,,,,
538,8/17/2021 14:30,23.304,,,,,
539,8/17/2021 15:00,23.593,,,,,
540,8/17/2021 15:30,23.665,,,,,
541,8/17/2021 16:00,23.665,,,,,
542,8/17/2021 16:30,23.641,,,,,
543,8/17/2021 17:00,23.641,,,,,
544,8/17/2021 17:30,23.617,,,,,
545,8/17/2021 18:00,23.593,,,,,
546,8/17/2021 18:30,23.569,,,,,
547,8/17/2021 19:00,23.545,,,,,
548,8/17/2021 19:30,23.521,,,,,
549,8/17/2021 20:00,23.497,,,,,
550,8/17/2021 20:30,23.472,,,,,
551,8/17/2021 21:00,23.424,,,,,
552,8/17/2021 21:30,23.424,,,,,
553,8/17/2021 22:00,23.376,,,,,
554,8/17/2021 22:30,23.352,,,,,
555,8/17/2021 23:00,23.328,,,,,
556,8/17/2021 23:30,23.304,,,,,
557,8/18/2021 0:00,23.28,,,,,
558,8/18/2021 0:30,23.256,,,,,
559,8/18/2021 1:00,23.232,,,,,
560,8/18/2021 1:30,23.208,,,,,
561,8/18/2021 2:00,23.208,,,,,
562,8/18/2021 2:30,23.184,,,,,
563,8/18/2021 3:00,23.16,,,,,
564,8/18/2021 3:30,23.112,,,,,
565,8/18/2021 4:00,22.776,,,,,
566,8/18/2021 4:30,22.896,,,,,
567,8/18/2021 5:00,22.968,,,,,
568,8/18/2021 5:30,22.992,,,,,
569,8/18/2021 6:00,22.992,,,,,
570,8/18/2021 6:30,23.016,,,,,
571,8/18/2021 7:00,23.016,,,,,
572,8/18/2021 7:30,23.016,,,,,
573,8/18/2021 8:00,22.992,,,,,
574,8/18/2021 8:30,22.992,,,,,
575,8/18/2021 9:00,22.992,,,,,
576,8/18/2021 9:30,23.016,,,,,
577,8/18/2021 10:00,23.016,,,,,
578,8/18/2021 10:30,23.04,,,,,
579,8/18/2021 11:00,23.088,,,,,
580,8/18/2021 11:30,23.112,,,,,
581,8/18/2021 12:00,23.136,,,,,
582,8/18/2021 12:30,23.208,,,,,
583,8/18/2021 13:00,23.28,,,,,
584,8/18/2021 13:30,23.352,,,,,
585,8/18/2021 14:00,23.376,,,,,
586,8/18/2021 14:30,23.4,,,,,
587,8/18/2021 15:00,23.497,,,,,
588,8/18/2021 15:30,23.569,,,,,
589,8/18/2021 16:00,23.617,,,,,
590,8/18/2021 16:30,23.641,,,,,
591,8/18/2021 17:00,23.665,,,,,
592,8/18/2021 17:30,23.665,,,,,
593,8/18/2021 18:00,23.665,,,,,
594,8/18/2021 18:30,23.665,,,,,
595,8/18/2021 19:00,23.641,,,,,
596,8/18/2021 19:30,23.641,,,,,
597,8/18/2021 20:00,23.617,,,,,
598,8/18/2021 20:30,23.593,,,,,
599,8/18/2021 21:00,23.569,,,,,
600,8/18/2021 21:30,23.521,,,,,
601,8/18/2021 22:00,23.472,,,,,
602,8/18/2021 22:30,23.448,,,,,
603,8/18/2021 23:00,23.4,,,,,
604,8/18/2021 23:30,23.352,,,,,
605,8/19/2021 0:00,23.304,,,,,
606,8/19/2021 0:30,23.256,,,,,
607,8/19/2021 1:00,23.208,,,,,
608,8/19/2021 1:30,23.16,,,,,
609,8/19/2021 2:00,23.112,,,,,
610,8/19/2021 2:30,23.088,,,,,
611,8/19/2021 3:00,23.04,,,,,
612,8/19/2021 3:30,22.992,,,,,
613,8/19/2021 4:00,22.944,,,,,
614,8/19/2021 4:30,22.896,,,,,
615,8/19/2021 5:00,22.872,,,,,
616,8/19/2021 5:30,22.824,,,,,
617,8/19/2021 6:00,22.776,,,,,
618,8/19/2021 6:30,22.729,,,,,
619,8/19/2021 7:00,22.681,,,,,
620,8/19/2021 7:30,22.633,,,,,
621,8/19/2021 8:00,22.609,,,,,
622,8/19/2021 8:30,22.609,,,,,
623,8/19/2021 9:00,22.609,,,,,
